trial_id,mode,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
sim1_1000,intermediate_case2,C,"[[9, 7], [8, 6], [10, 5]]","[152, 127, 105]","[[9, 6], [8, 5], [11, 5]]","[128, 103, 106]","[[7, 6], [9, 5], [11, 5]]","[126, 104, 106]","[[7, 6], [8, 5], [11, 4]]","[126, 103, 82]"
sim1_2001,intermediate_case2,A,"[[14, 10], [13, 2], [14, 15]]","[229, 36, 349]","[[13, 10], [12, 4], [13, 15]]","[228, 83, 348]","[[15, 9], [12, 3], [14, 15]]","[206, 59, 349]","[[13, 9], [13, 2], [14, 15]]","[204, 36, 349]"
sim1_2002,intermediate_case2,B,"[[12, 11], [9, 11], [4, 13]]","[251, 248, 291]","[[12, 11], [9, 12], [6, 12]]","[251, 272, 269]","[[14, 12], [10, 11], [5, 14]]","[277, 249, 316]","[[14, 12], [10, 11], [6, 13]]","[277, 249, 293]"
sim1_2003,intermediate_case2,C,"[[1, 11], [8, 7], [3, 8]]","[240, 151, 170]","[[2, 10], [6, 7], [4, 8]]","[217, 149, 171]","[[1, 11], [7, 8], [4, 9]]","[240, 174, 195]","[[2, 12], [7, 6], [5, 10]]","[265, 126, 220]"
sim1_2004,intermediate_case2,A,"[[4, 15], [4, 18], [4, 16]]","[339, 411, 363]","[[3, 13], [5, 17], [3, 17]]","[290, 388, 386]","[[4, 13], [3, 17], [5, 17]]","[291, 386, 388]","[[4, 14], [4, 19], [5, 17]]","[315, 435, 388]"
sim1_2005,intermediate_case2,D,"[[5, 11], [10, 10], [15, 11]]","[244, 225, 254]","[[5, 10], [10, 9], [17, 11]]","[220, 201, 256]","[[6, 10], [11, 11], [16, 9]]","[221, 250, 207]","[[5, 10], [11, 10], [17, 10]]","[220, 226, 232]"
sim1_2006,intermediate_case2,C,"[[11, 7], [7, 11], [14, 2]]","[154, 246, 37]","[[11, 5], [6, 10], [15, 2]]","[106, 221, 38]","[[11, 6], [6, 11], [15, 2]]","[130, 245, 38]","[[12, 5], [8, 9], [15, 2]]","[107, 199, 38]"
sim1_2007,intermediate_case2,C,"[[2, 4], [1, 5], [3, 7]]","[73, 96, 146]","[[2, 4], [1, 4], [4, 5]]","[73, 72, 99]","[[6, 8], [8, 10], [10, 13]]","[173, 223, 297]","[[1, 4], [2, 5], [3, 5]]","[72, 97, 98]"
sim1_2008,intermediate_case2,C,"[[5, 7], [6, 11], [4, 14]]","[148, 245, 315]","[[7, 7], [5, 11], [3, 14]]","[150, 244, 314]","[[5, 7], [5, 10], [3, 12]]","[148, 220, 266]","[[5, 6], [5, 9], [4, 14]]","[124, 196, 315]"
sim1_2009,intermediate_case2,A,"[[5, 11], [8, 13], [14, 15]]","[244, 295, 349]","[[3, 10], [7, 13], [13, 17]]","[218, 294, 396]","[[5, 11], [8, 12], [13, 15]]","[244, 271, 348]","[[5, 9], [8, 14], [12, 15]]","[196, 319, 347]"
sim1_2010,intermediate_case2,D,"[[12, 8], [8, 5], [6, 4]]","[179, 103, 77]","[[11, 6], [8, 5], [6, 5]]","[130, 103, 101]","[[11, 6], [9, 5], [6, 6]]","[130, 104, 125]","[[11, 6], [8, 6], [4, 4]]","[130, 127, 75]"
sim1_2011,intermediate_case2,B,"[[9, 5], [11, 8], [16, 12]]","[104, 178, 279]","[[9, 5], [12, 8], [15, 12]]","[104, 179, 278]","[[7, 5], [12, 9], [15, 12]]","[102, 203, 278]","[[8, 3], [12, 7], [16, 10]]","[55, 155, 231]"
