trial_id,mode,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
sim1_1,random,D,"[[13, 16], [15, 17], [2, 21]]","[372, 398, 481]","[[12, 16], [14, 18], [3, 22]]","[371, 421, 506]","[[13, 18], [14, 18], [1, 23]]","[420, 421, 528]","[[12, 16], [14, 18], [1, 22]]","[371, 421, 504]"
sim1_10,random,B,"[[11, 13], [3, 19], [22, 11]]","[298, 434, 261]","[[13, 12], [3, 19], [22, 13]]","[276, 434, 309]","[[11, 12], [4, 19], [22, 13]]","[274, 435, 309]","[[13, 11], [4, 18], [21, 11]]","[252, 411, 260]"
sim1_100,random,A,"[[10, 5], [6, 5], [1, 1]]","[105, 101, 0]","[[8, 6], [5, 6], [2, 1]]","[127, 124, 1]","[[10, 6], [7, 5], [2, 2]]","[129, 102, 25]","[[8, 5], [7, 5], [2, 1]]","[103, 102, 1]"
sim1_1000,random,D,"[[17, 15], [2, 17], [17, 8]]","[352, 385, 184]","[[17, 15], [2, 17], [19, 10]]","[352, 385, 234]","[[17, 16], [2, 17], [18, 8]]","[376, 385, 185]","[[16, 14], [2, 17], [18, 9]]","[327, 385, 209]"
sim1_1001,random,C,"[[19, 15], [15, 16], [2, 14]]","[354, 374, 313]","[[17, 14], [15, 15], [3, 13]]","[328, 350, 290]","[[18, 15], [14, 16], [3, 14]]","[353, 373, 314]","[[17, 14], [13, 16], [4, 14]]","[328, 372, 315]"
sim1_1002,random,A,"[[20, 10], [3, 22], [15, 13]]","[235, 506, 302]","[[19, 10], [4, 23], [14, 14]]","[234, 531, 325]","[[21, 11], [5, 21], [16, 12]]","[260, 484, 279]","[[21, 10], [5, 23], [14, 13]]","[236, 532, 301]"
sim1_1003,random,C,"[[5, 5], [10, 15], [12, 3]]","[100, 345, 59]","[[6, 7], [11, 15], [12, 1]]","[149, 346, 11]","[[7, 6], [10, 16], [13, 1]]","[126, 369, 12]","[[7, 7], [10, 15], [13, 3]]","[150, 345, 60]"
sim1_1004,random,B,"[[7, 3], [4, 3], [7, 5]]","[54, 51, 102]","[[8, 4], [5, 4], [7, 4]]","[79, 76, 78]","[[7, 4], [5, 4], [7, 3]]","[78, 76, 54]","[[9, 3], [3, 4], [9, 3]]","[56, 74, 56]"
sim1_1005,random,C,"[[24, 7], [12, 6], [11, 14]]","[167, 131, 322]","[[18, 1], [6, 1], [5, 8]]","[17, 5, 172]","[[18, 1], [5, 1], [6, 7]]","[17, 4, 149]","[[18, 1], [6, 1], [5, 9]]","[17, 5, 196]"
sim1_1006,random,A,"[[15, 16], [7, 11], [1, 24]]","[374, 246, 552]","[[15, 17], [6, 10], [2, 23]]","[398, 221, 529]","[[16, 15], [6, 12], [2, 24]]","[351, 269, 553]","[[14, 15], [7, 12], [2, 24]]","[349, 270, 553]"
sim1_1007,random,D,"[[10, 16], [15, 11], [8, 2]]","[369, 254, 31]","[[10, 17], [14, 13], [8, 4]]","[393, 301, 79]","[[12, 16], [14, 13], [10, 4]]","[371, 301, 81]","[[11, 16], [13, 12], [9, 2]]","[370, 276, 32]"
sim1_1008,random,B,"[[7, 13], [2, 7], [1, 2]]","[294, 145, 24]","[[12, 17], [8, 13], [6, 8]]","[395, 295, 173]","[[12, 19], [9, 13], [6, 9]]","[443, 296, 197]","[[5, 12], [3, 5], [1, 3]]","[268, 98, 48]"
sim1_1009,random,D,"[[13, 12], [14, 2], [15, 17]]","[276, 37, 398]","[[15, 13], [14, 2], [15, 17]]","[302, 37, 398]","[[14, 13], [14, 1], [15, 19]]","[301, 13, 446]","[[14, 12], [13, 1], [16, 18]]","[277, 12, 423]"
sim1_101,random,B,"[[6, 7], [5, 6], [13, 11]]","[149, 124, 252]","[[6, 6], [6, 7], [14, 10]]","[125, 149, 229]","[[5, 6], [5, 8], [15, 10]]","[124, 172, 230]","[[5, 5], [6, 8], [13, 11]]","[100, 173, 252]"
sim1_1010,random,B,"[[16, 4], [13, 15], [8, 13]]","[87, 348, 295]","[[17, 5], [14, 14], [9, 15]]","[112, 325, 344]","[[16, 5], [13, 15], [10, 14]]","[111, 348, 321]","[[17, 6], [14, 15], [10, 14]]","[136, 349, 321]"
sim1_1011,random,C,"[[13, 6], [11, 17], [11, 8]]","[132, 394, 178]","[[11, 6], [9, 19], [11, 7]]","[130, 440, 154]","[[12, 6], [10, 18], [9, 7]]","[131, 417, 152]","[[7, 1], [5, 13], [5, 2]]","[6, 292, 28]"
sim1_1012,random,C,"[[6, 2], [19, 2], [4, 8]]","[29, 42, 171]","[[7, 4], [19, 2], [5, 8]]","[78, 42, 172]","[[8, 3], [18, 3], [5, 8]]","[55, 65, 172]","[[7, 4], [19, 2], [4, 8]]","[78, 42, 171]"
sim1_1013,random,A,"[[14, 24], [10, 12], [19, 2]]","[565, 273, 42]","[[13, 23], [11, 11], [18, 1]]","[540, 250, 17]","[[12, 23], [11, 12], [20, 2]]","[539, 274, 43]","[[12, 24], [11, 11], [18, 2]]","[563, 250, 41]"
sim1_1014,random,D,"[[5, 14], [13, 7], [14, 12]]","[316, 156, 277]","[[4, 13], [11, 7], [16, 12]]","[291, 154, 279]","[[6, 13], [11, 7], [14, 10]]","[293, 154, 229]","[[5, 14], [11, 8], [15, 10]]","[316, 178, 230]"
sim1_1015,random,C,"[[8, 9], [15, 6], [9, 8]]","[199, 134, 176]","[[8, 9], [15, 6], [10, 8]]","[199, 134, 177]","[[8, 10], [16, 6], [9, 9]]","[223, 135, 200]","[[7, 10], [17, 6], [11, 8]]","[222, 136, 178]"
sim1_1016,random,D,"[[3, 14], [9, 8], [11, 11]]","[314, 176, 250]","[[3, 16], [10, 10], [11, 13]]","[362, 225, 298]","[[5, 16], [9, 10], [12, 12]]","[364, 224, 275]","[[4, 15], [10, 10], [11, 12]]","[339, 225, 274]"
