trial_id,mode,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
sim1_1,rulemap,D,"[[1, 14], [18, 23], [5, 10]]","[312, 545, 220]","[[2, 12], [18, 23], [4, 10]]","[265, 545, 219]","[[2, 13], [20, 23], [5, 11]]","[289, 547, 244]","[[1, 14], [20, 24], [3, 12]]","[312, 571, 266]"
sim1_10,rulemap,C,"[[1, 14], [23, 15], [24, 13]]","[312, 358, 311]","[[2, 14], [24, 13], [24, 13]]","[313, 311, 311]","[[1, 13], [24, 14], [23, 14]]","[288, 335, 334]","[[1, 12], [24, 15], [23, 15]]","[264, 359, 358]"
sim1_100,rulemap,D,"[[24, 2], [23, 23], [21, 2]]","[47, 550, 44]","[[23, 1], [24, 23], [22, 4]]","[22, 551, 93]","[[24, 2], [23, 24], [22, 3]]","[47, 574, 69]","[[24, 1], [24, 24], [22, 2]]","[23, 575, 45]"
sim1_1000,rulemap,C,"[[24, 23], [23, 2], [20, 21]]","[551, 46, 499]","[[23, 23], [23, 1], [20, 22]]","[550, 22, 523]","[[24, 24], [24, 1], [20, 22]]","[575, 23, 523]","[[23, 23], [23, 2], [20, 20]]","[550, 46, 475]"
sim1_1001,rulemap,B,"[[23, 24], [2, 13], [5, 11]]","[574, 289, 244]","[[24, 24], [1, 14], [4, 12]]","[575, 312, 267]","[[23, 24], [1, 13], [6, 12]]","[574, 288, 269]","[[23, 24], [2, 14], [5, 11]]","[574, 313, 244]"
sim1_1002,rulemap,C,"[[2, 1], [23, 1], [6, 2]]","[1, 22, 29]","[[2, 2], [24, 2], [6, 3]]","[25, 47, 53]","[[1, 1], [24, 1], [4, 3]]","[0, 23, 51]","[[2, 1], [23, 1], [6, 4]]","[1, 22, 77]"
sim1_1003,rulemap,D,"[[1, 2], [23, 24], [4, 3]]","[24, 574, 51]","[[2, 2], [24, 23], [5, 5]]","[25, 551, 100]","[[2, 1], [23, 23], [6, 3]]","[1, 550, 53]","[[1, 1], [24, 24], [4, 3]]","[0, 575, 51]"
sim1_1004,rulemap,C,"[[24, 20], [14, 2], [22, 19]]","[479, 37, 453]","[[23, 21], [14, 1], [22, 19]]","[502, 13, 453]","[[24, 22], [13, 1], [22, 20]]","[527, 12, 477]","[[23, 22], [12, 1], [22, 20]]","[526, 11, 477]"
sim1_1005,rulemap,B,"[[17, 2], [23, 23], [15, 2]]","[40, 550, 38]","[[18, 1], [24, 24], [17, 1]]","[17, 575, 16]","[[18, 1], [23, 23], [16, 2]]","[17, 550, 39]","[[17, 2], [23, 23], [16, 2]]","[40, 550, 39]"
sim1_1006,rulemap,D,"[[2, 12], [14, 1], [1, 15]]","[265, 13, 336]","[[1, 12], [16, 2], [2, 14]]","[264, 39, 313]","[[1, 14], [16, 2], [2, 15]]","[312, 39, 337]","[[1, 12], [16, 1], [1, 13]]","[264, 15, 288]"
sim1_1007,rulemap,A,"[[24, 3], [10, 24], [24, 4]]","[71, 561, 95]","[[24, 3], [11, 23], [24, 4]]","[71, 538, 95]","[[24, 5], [12, 23], [24, 6]]","[119, 539, 143]","[[23, 4], [12, 23], [23, 6]]","[94, 539, 142]"
sim1_1008,rulemap,D,"[[23, 2], [23, 1], [23, 3]]","[46, 22, 70]","[[24, 1], [23, 2], [24, 4]]","[23, 46, 95]","[[24, 1], [23, 2], [23, 4]]","[23, 46, 94]","[[24, 3], [24, 1], [24, 2]]","[71, 23, 47]"
sim1_1009,rulemap,A,"[[6, 18], [18, 3], [11, 1]]","[413, 65, 10]","[[7, 19], [19, 3], [9, 1]]","[438, 66, 8]","[[8, 19], [17, 3], [11, 2]]","[439, 64, 34]","[[7, 19], [19, 4], [9, 2]]","[438, 90, 32]"
sim1_101,rulemap,C,"[[1, 4], [2, 21], [3, 9]]","[72, 481, 194]","[[2, 3], [2, 19], [4, 8]]","[49, 433, 171]","[[1, 2], [1, 21], [4, 8]]","[24, 480, 171]","[[2, 2], [1, 21], [3, 9]]","[25, 480, 194]"
sim1_1010,rulemap,A,"[[18, 1], [17, 24], [17, 1]]","[17, 568, 16]","[[18, 1], [18, 23], [15, 2]]","[17, 545, 38]","[[16, 1], [18, 23], [16, 2]]","[15, 545, 39]","[[18, 1], [18, 23], [16, 2]]","[17, 545, 39]"
sim1_1011,rulemap,C,"[[24, 17], [21, 2], [23, 13]]","[407, 44, 310]","[[23, 15], [21, 2], [23, 15]]","[358, 44, 358]","[[24, 17], [21, 1], [24, 15]]","[407, 20, 359]","[[24, 17], [20, 1], [24, 13]]","[407, 19, 311]"
sim1_1012,rulemap,B,"[[21, 24], [24, 5], [16, 20]]","[572, 119, 471]","[[21, 24], [24, 5], [17, 20]]","[572, 119, 472]","[[19, 24], [23, 5], [15, 18]]","[570, 118, 422]","[[15, 17], [18, 1], [9, 14]]","[398, 17, 320]"
sim1_1013,rulemap,D,"[[23, 11], [1, 12], [2, 13]]","[262, 264, 289]","[[23, 9], [1, 14], [3, 15]]","[214, 312, 338]","[[24, 9], [1, 14], [2, 14]]","[215, 312, 313]","[[24, 10], [1, 13], [2, 14]]","[239, 288, 313]"
sim1_1014,rulemap,D,"[[24, 18], [2, 23], [23, 17]]","[431, 529, 406]","[[23, 20], [2, 23], [24, 17]]","[478, 529, 407]","[[23, 18], [1, 23], [24, 19]]","[430, 528, 455]","[[24, 20], [1, 24], [24, 19]]","[479, 552, 455]"
sim1_1015,rulemap,B,"[[19, 5], [4, 18], [11, 2]]","[114, 411, 34]","[[18, 4], [5, 18], [12, 1]]","[89, 412, 11]","[[17, 4], [5, 17], [12, 2]]","[88, 388, 35]","[[18, 5], [4, 17], [12, 1]]","[113, 387, 11]"
sim1_1016,rulemap,A,"[[1, 1], [2, 2], [3, 3]]","[0, 25, 50]","[[1, 2], [2, 3], [3, 3]]","[24, 49, 50]","[[1, 2], [3, 4], [5, 4]]","[24, 74, 76]","[[2, 1], [2, 3], [3, 3]]","[1, 49, 50]"
sim1_1017,rulemap,B,"[[2, 23], [2, 6], [2, 14]]","[529, 121, 313]","[[1, 23], [1, 4], [1, 16]]","[528, 72, 360]","[[2, 21], [1, 6], [1, 14]]","[481, 120, 312]","[[1, 23], [2, 5], [1, 16]]","[528, 97, 360]"
sim1_1018,rulemap,A,"[[1, 1], [24, 1], [2, 2]]","[0, 23, 25]","[[2, 2], [23, 1], [3, 4]]","[25, 22, 74]","[[2, 1], [23, 2], [2, 4]]","[1, 46, 73]","[[2, 1], [23, 2], [1, 4]]","[1, 46, 72]"
sim1_1019,rulemap,D,"[[14, 24], [10, 2], [14, 23]]","[565, 33, 541]","[[16, 23], [12, 1], [16, 23]]","[543, 11, 543]","[[14, 23], [10, 1], [16, 24]]","[541, 9, 567]","[[15, 24], [11, 1], [15, 23]]","[566, 10, 542]"
sim1_102,rulemap,D,"[[1, 14], [23, 23], [3, 14]]","[312, 550, 314]","[[1, 14], [24, 23], [1, 14]]","[312, 551, 312]","[[2, 13], [24, 23], [1, 14]]","[289, 551, 312]","[[1, 13], [24, 24], [1, 13]]","[288, 575, 288]"
