trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_1,random,random/3_12_1.txt,3,B,"[[6, 6], [4, 7], [12, 2]]","[125, 147, 35]","[[4, 7], [6, 7], [9, 2]]","[147, 149, 32]","[[5, 6], [9, 8], [11, 2]]","[124, 176, 34]","[[4, 8], [7, 7], [10, 2]]","[171, 150, 33]"
3_12_10,random,random/3_12_10.txt,3,C,"[[6, 6], [2, 8], [4, 5]]","[125, 169, 99]","[[4, 5], [3, 10], [6, 5]]","[99, 218, 101]","[[4, 4], [2, 11], [9, 7]]","[75, 241, 152]","[[4, 3], [2, 10], [8, 7]]","[51, 217, 151]"
3_12_100,random,random/3_12_100.txt,3,C,"[[6, 6], [2, 1], [10, 3]]","[125, 1, 57]","[[3, 6], [3, 2], [11, 2]]","[122, 26, 34]","[[2, 4], [1, 2], [10, 1]]","[73, 24, 9]","[[1, 4], [2, 1], [10, 2]]","[72, 1, 33]"
3_12_1000,random,random/3_12_1000.txt,3,D,"[[6, 6], [10, 11], [11, 11]]","[125, 249, 250]","[[3, 7], [11, 12], [10, 11]]","[146, 274, 249]","[[2, 8], [10, 12], [11, 10]]","[169, 273, 226]","[[2, 9], [11, 12], [12, 11]]","[193, 274, 251]"
3_12_101,random,random/3_12_101.txt,3,D,"[[5, 8], [6, 6], [12, 1]]","[172, 125, 11]","[[9, 4], [6, 7], [12, 3]]","[80, 149, 59]","[[11, 2], [3, 6], [12, 3]]","[34, 122, 59]","[[12, 2], [4, 6], [12, 4]]","[35, 123, 83]"
3_12_102,random,random/3_12_102.txt,3,A,"[[2, 2], [1, 9], [9, 7]]","[25, 192, 152]","[[6, 1], [4, 4], [6, 6]]","[5, 75, 125]","[[1, 1], [3, 6], [5, 8]]","[0, 122, 172]","[[3, 3], [1, 10], [8, 7]]","[50, 216, 151]"
3_12_103,random,random/3_12_103.txt,3,A,"[[12, 4], [11, 11], [5, 8]]","[83, 250, 172]","[[6, 6], [10, 8], [7, 10]]","[125, 177, 222]","[[10, 6], [10, 8], [6, 9]]","[129, 177, 197]","[[11, 4], [11, 10], [4, 9]]","[82, 226, 195]"
3_12_104,random,random/3_12_104.txt,3,B,"[[2, 4], [6, 6], [2, 7]]","[73, 125, 145]","[[1, 9], [12, 6], [2, 7]]","[192, 131, 145]","[[3, 6], [8, 7], [1, 6]]","[122, 151, 120]","[[2, 8], [12, 5], [3, 6]]","[169, 107, 122]"
3_12_105,random,random/3_12_105.txt,3,A,"[[12, 7], [10, 1], [7, 8]]","[155, 9, 174]","[[12, 12], [11, 1], [6, 6]]","[275, 10, 125]","[[11, 11], [9, 1], [6, 9]]","[250, 8, 197]","[[11, 7], [9, 2], [7, 9]]","[154, 32, 198]"
3_12_106,random,random/3_12_106.txt,3,C,"[[6, 6], [7, 7], [1, 11]]","[125, 150, 240]","[[9, 8], [10, 11], [2, 8]]","[176, 249, 169]","[[5, 6], [12, 11], [1, 7]]","[124, 251, 144]","[[6, 7], [12, 10], [1, 6]]","[149, 227, 120]"
3_12_107,random,random/3_12_107.txt,3,A,"[[5, 9], [4, 4], [2, 8]]","[196, 75, 169]","[[9, 5], [6, 6], [1, 8]]","[104, 125, 168]","[[5, 7], [2, 6], [4, 8]]","[148, 121, 171]","[[6, 10], [3, 5], [3, 9]]","[221, 98, 194]"
3_12_108,random,random/3_12_108.txt,3,C,"[[4, 3], [10, 1], [6, 6]]","[51, 9, 125]","[[3, 3], [7, 1], [1, 6]]","[50, 6, 120]","[[5, 5], [9, 1], [2, 10]]","[100, 8, 217]","[[5, 4], [8, 1], [2, 9]]","[76, 7, 193]"
3_12_109,random,random/3_12_109.txt,3,C,"[[6, 6], [6, 1], [2, 9]]","[125, 5, 193]","[[8, 5], [9, 5], [2, 6]]","[103, 104, 121]","[[8, 7], [8, 1], [1, 6]]","[151, 7, 120]","[[8, 6], [9, 2], [2, 7]]","[127, 32, 145]"
3_12_11,random,random/3_12_11.txt,3,A,"[[8, 8], [2, 5], [10, 6]]","[175, 97, 129]","[[8, 3], [6, 6], [9, 4]]","[55, 125, 80]","[[9, 5], [3, 5], [10, 6]]","[104, 98, 129]","[[9, 7], [3, 4], [10, 5]]","[152, 74, 105]"
3_12_110,random,random/3_12_110.txt,3,D,"[[9, 4], [6, 6], [4, 5]]","[80, 125, 99]","[[7, 3], [5, 3], [2, 6]]","[54, 52, 121]","[[8, 1], [9, 4], [5, 4]]","[7, 80, 76]","[[8, 2], [9, 3], [6, 4]]","[31, 56, 77]"
3_12_111,random,random/3_12_111.txt,3,C,"[[9, 12], [12, 4], [6, 6]]","[272, 83, 125]","[[11, 8], [10, 5], [5, 6]]","[178, 105, 124]","[[11, 10], [11, 8], [5, 3]]","[226, 178, 52]","[[11, 11], [11, 7], [5, 4]]","[250, 154, 76]"
3_12_112,random,random/3_12_112.txt,3,A,"[[2, 9], [7, 1], [10, 7]]","[193, 6, 153]","[[6, 6], [7, 1], [8, 11]]","[125, 6, 247]","[[2, 8], [6, 1], [8, 8]]","[169, 5, 175]","[[3, 8], [6, 2], [9, 8]]","[170, 29, 176]"
3_12_113,random,random/3_12_113.txt,3,A,"[[11, 12], [6, 7], [5, 2]]","[274, 149, 28]","[[8, 11], [6, 6], [7, 5]]","[247, 125, 102]","[[11, 12], [5, 5], [7, 4]]","[274, 100, 78]","[[10, 12], [5, 8], [6, 3]]","[273, 172, 53]"
3_12_114,random,random/3_12_114.txt,3,D,"[[6, 8], [11, 2], [6, 6]]","[173, 34, 125]","[[7, 9], [9, 5], [7, 5]]","[198, 104, 102]","[[5, 10], [9, 8], [8, 5]]","[220, 176, 103]","[[5, 11], [8, 7], [7, 4]]","[244, 151, 78]"
3_12_115,random,random/3_12_115.txt,3,A,"[[9, 7], [1, 8], [2, 5]]","[152, 168, 97]","[[6, 6], [1, 9], [3, 7]]","[125, 192, 146]","[[9, 5], [1, 9], [1, 5]]","[104, 192, 96]","[[9, 8], [2, 7], [2, 4]]","[176, 145, 73]"
3_12_116,random,random/3_12_116.txt,3,B,"[[12, 6], [6, 6], [11, 2]]","[131, 125, 34]","[[12, 1], [6, 10], [9, 5]]","[11, 221, 104]","[[12, 2], [5, 8], [9, 3]]","[35, 172, 56]","[[11, 1], [6, 9], [8, 6]]","[10, 197, 127]"
3_12_117,random,random/3_12_117.txt,3,A,"[[4, 8], [8, 1], [3, 5]]","[171, 7, 98]","[[2, 5], [10, 2], [6, 6]]","[97, 33, 125]","[[1, 9], [11, 2], [4, 5]]","[192, 34, 99]","[[4, 9], [9, 1], [4, 6]]","[195, 8, 123]"
3_12_118,random,random/3_12_118.txt,3,A,"[[2, 6], [11, 6], [2, 3]]","[121, 130, 49]","[[6, 6], [10, 4], [1, 5]]","[125, 81, 96]","[[5, 6], [12, 7], [2, 5]]","[124, 155, 97]","[[3, 7], [11, 5], [1, 3]]","[146, 106, 48]"
3_12_119,random,random/3_12_119.txt,3,D,"[[3, 3], [6, 6], [7, 6]]","[50, 125, 126]","[[2, 3], [8, 6], [8, 9]]","[49, 127, 199]","[[5, 4], [7, 5], [9, 10]]","[76, 102, 224]","[[6, 4], [7, 4], [8, 10]]","[77, 78, 223]"
3_12_12,random,random/3_12_12.txt,3,C,"[[11, 3], [7, 9], [6, 6]]","[58, 198, 125]","[[12, 1], [7, 8], [5, 6]]","[11, 174, 124]","[[11, 2], [7, 6], [7, 4]]","[34, 126, 78]","[[11, 1], [6, 6], [6, 4]]","[10, 125, 77]"
3_12_120,random,random/3_12_120.txt,3,A,"[[9, 8], [8, 7], [1, 8]]","[176, 151, 168]","[[10, 5], [4, 12], [6, 6]]","[105, 267, 125]","[[11, 5], [5, 9], [1, 6]]","[106, 196, 120]","[[10, 7], [7, 7], [1, 7]]","[153, 150, 144]"
3_12_121,random,random/3_12_121.txt,3,D,"[[6, 6], [4, 9], [9, 12]]","[125, 195, 272]","[[7, 5], [5, 8], [9, 12]]","[102, 172, 272]","[[8, 6], [5, 7], [9, 12]]","[127, 148, 272]","[[7, 6], [6, 8], [10, 11]]","[126, 173, 249]"
3_12_122,random,random/3_12_122.txt,3,A,"[[5, 8], [7, 4], [1, 9]]","[172, 78, 192]","[[7, 10], [6, 6], [7, 9]]","[222, 125, 198]","[[8, 11], [5, 3], [5, 11]]","[247, 52, 244]","[[6, 9], [6, 4], [1, 10]]","[197, 77, 216]"
3_12_123,random,random/3_12_123.txt,3,D,"[[11, 3], [7, 2], [6, 6]]","[58, 30, 125]","[[11, 1], [9, 1], [3, 8]]","[10, 8, 170]","[[11, 3], [6, 3], [1, 8]]","[58, 53, 168]","[[12, 3], [7, 3], [2, 8]]","[59, 54, 169]"
3_12_124,random,random/3_12_124.txt,3,D,"[[6, 6], [12, 10], [10, 10]]","[125, 227, 225]","[[9, 5], [11, 9], [9, 9]]","[104, 202, 200]","[[9, 5], [12, 7], [9, 9]]","[104, 155, 200]","[[9, 6], [11, 7], [10, 10]]","[128, 154, 225]"
3_12_125,random,random/3_12_125.txt,3,C,"[[12, 7], [6, 6], [7, 4]]","[155, 125, 78]","[[10, 7], [8, 6], [6, 4]]","[153, 127, 77]","[[9, 8], [6, 6], [4, 4]]","[176, 125, 75]","[[8, 8], [6, 7], [3, 3]]","[175, 149, 50]"
3_12_126,random,random/3_12_126.txt,3,C,"[[2, 8], [4, 3], [6, 6]]","[169, 51, 125]","[[6, 8], [6, 4], [5, 4]]","[173, 77, 76]","[[8, 10], [8, 2], [3, 4]]","[223, 31, 74]","[[8, 9], [7, 3], [2, 5]]","[199, 54, 97]"
3_12_127,random,random/3_12_127.txt,3,C,"[[6, 6], [5, 3], [10, 11]]","[125, 52, 249]","[[7, 6], [6, 7], [12, 11]]","[126, 149, 251]","[[7, 8], [8, 11], [10, 11]]","[174, 247, 249]","[[8, 7], [7, 11], [11, 12]]","[151, 246, 274]"
3_12_128,random,random/3_12_128.txt,3,D,"[[4, 1], [6, 6], [8, 7]]","[3, 125, 151]","[[4, 2], [6, 7], [7, 6]]","[27, 149, 126]","[[8, 1], [4, 7], [9, 4]]","[7, 147, 80]","[[7, 2], [4, 8], [8, 4]]","[30, 171, 79]"
3_12_129,random,random/3_12_129.txt,3,B,"[[5, 10], [11, 11], [6, 6]]","[220, 250, 125]","[[7, 9], [10, 11], [10, 10]]","[198, 249, 225]","[[7, 10], [12, 11], [9, 8]]","[222, 251, 176]","[[8, 8], [9, 12], [11, 9]]","[175, 272, 202]"
3_12_13,random,random/3_12_13.txt,3,A,"[[3, 4], [4, 1], [3, 6]]","[74, 3, 122]","[[6, 6], [5, 1], [4, 5]]","[125, 4, 99]","[[5, 5], [4, 1], [1, 5]]","[100, 3, 96]","[[4, 3], [3, 1], [2, 5]]","[51, 2, 97]"
3_12_130,random,random/3_12_130.txt,3,C,"[[6, 6], [7, 6], [3, 5]]","[125, 126, 98]","[[5, 3], [6, 9], [4, 4]]","[52, 197, 75]","[[5, 4], [4, 8], [2, 5]]","[76, 171, 97]","[[6, 4], [5, 9], [3, 4]]","[77, 196, 74]"
3_12_131,random,random/3_12_131.txt,3,B,"[[5, 1], [6, 6], [6, 1]]","[4, 125, 5]","[[11, 2], [3, 7], [9, 2]]","[34, 146, 32]","[[9, 1], [5, 6], [5, 4]]","[8, 124, 76]","[[11, 1], [4, 6], [9, 1]]","[10, 123, 8]"
3_12_132,random,random/3_12_132.txt,3,D,"[[12, 3], [6, 9], [6, 6]]","[59, 197, 125]","[[10, 4], [8, 10], [9, 4]]","[81, 223, 80]","[[12, 3], [9, 12], [12, 5]]","[59, 272, 107]","[[11, 4], [10, 11], [12, 4]]","[82, 249, 83]"
3_12_133,random,random/3_12_133.txt,3,B,"[[6, 6], [8, 8], [11, 9]]","[125, 175, 202]","[[8, 9], [8, 6], [11, 9]]","[199, 127, 202]","[[8, 6], [6, 5], [9, 8]]","[127, 101, 176]","[[8, 8], [7, 5], [12, 9]]","[175, 102, 203]"
3_12_134,random,random/3_12_134.txt,3,C,"[[3, 8], [6, 6], [9, 6]]","[170, 125, 128]","[[2, 7], [6, 4], [8, 11]]","[145, 77, 247]","[[2, 6], [5, 4], [8, 11]]","[121, 76, 247]","[[1, 5], [5, 3], [9, 11]]","[96, 52, 248]"
