trial_id,mode,relpath_txt,n_agents,seq_len_T,xy_json,cell_json
3_12_1,intermediate_case1,intermediate_case1/3_12_1.txt,3,11,"[[6, 6], [1, 9], [12, 6], [7, 6], [1, 10], [12, 7], [7, 5], [1, 9], [11, 6], [8, 4], [1, 10], [12, 6], [9, 4], [2, 10], [12, 6], [8, 5], [2, 11], [11, 7], [8, 4], [2, 10], [11, 6], [8, 3], [3, 9], [12, 5], [7, 4], [2, 9], [11, 6], [8, 5], [2, 8], [12, 6], [9, 6], [1, 8], [12, 7]]","[125, 192, 131, 126, 216, 155, 102, 192, 130, 79, 216, 131, 80, 217, 131, 103, 241, 154, 79, 217, 130, 55, 194, 107, 78, 193, 130, 103, 169, 131, 128, 168, 155]"
3_12_10,intermediate_case1,intermediate_case1/3_12_10.txt,3,11,"[[6, 6], [11, 1], [5, 10], [7, 6], [11, 2], [6, 11], [8, 5], [12, 2], [7, 10], [7, 5], [12, 1], [6, 9], [7, 4], [12, 1], [6, 8], [8, 4], [12, 1], [7, 7], [9, 3], [11, 1], [7, 6], [8, 4], [12, 1], [7, 6], [7, 3], [12, 1], [7, 5], [7, 4], [11, 1], [6, 5], [6, 3], [10, 1], [5, 4]]","[125, 10, 220, 126, 34, 245, 103, 35, 222, 102, 11, 197, 78, 11, 173, 79, 11, 150, 56, 10, 126, 79, 11, 126, 54, 11, 102, 78, 10, 101, 53, 9, 76]"
3_12_100,intermediate_case1,intermediate_case1/3_12_100.txt,3,11,"[[6, 6], [4, 8], [2, 9], [6, 7], [4, 7], [2, 9], [6, 8], [3, 8], [1, 10], [7, 9], [2, 9], [1, 11], [7, 8], [1, 9], [1, 10], [8, 9], [2, 9], [2, 11], [8, 8], [2, 8], [2, 10], [7, 7], [3, 8], [2, 9], [6, 7], [4, 7], [2, 8], [5, 7], [4, 6], [1, 7], [4, 8], [3, 5], [1, 7]]","[125, 171, 193, 149, 147, 193, 173, 170, 216, 198, 193, 240, 174, 192, 216, 199, 193, 241, 175, 169, 217, 150, 170, 193, 149, 147, 169, 148, 123, 144, 171, 98, 144]"
3_12_1000,intermediate_case1,intermediate_case1/3_12_1000.txt,3,11,"[[6, 6], [4, 9], [10, 8], [6, 7], [3, 9], [9, 9], [5, 8], [3, 10], [8, 10], [4, 9], [4, 10], [8, 11], [4, 10], [3, 11], [7, 12], [3, 10], [2, 11], [6, 12], [3, 11], [1, 11], [5, 12], [3, 12], [2, 12], [6, 12], [2, 12], [2, 11], [5, 11], [3, 12], [3, 12], [6, 12], [4, 11], [4, 12], [7, 11]]","[125, 195, 177, 149, 194, 200, 172, 218, 223, 195, 219, 247, 219, 242, 270, 218, 241, 269, 242, 240, 268, 266, 265, 269, 265, 241, 244, 266, 266, 269, 243, 267, 246]"
3_12_101,intermediate_case1,intermediate_case1/3_12_101.txt,3,11,"[[10, 2], [6, 6], [8, 4], [9, 2], [6, 5], [7, 3], [8, 3], [5, 5], [6, 4], [7, 4], [5, 6], [5, 5], [6, 4], [5, 5], [4, 4], [7, 3], [4, 4], [4, 3], [7, 2], [4, 3], [4, 2], [7, 1], [5, 3], [5, 1], [7, 1], [6, 3], [6, 1], [6, 1], [5, 2], [5, 1], [7, 1], [5, 1], [6, 1]]","[33, 125, 79, 32, 101, 54, 55, 100, 77, 78, 124, 100, 77, 100, 75, 54, 75, 51, 30, 51, 27, 6, 52, 4, 6, 53, 5, 5, 28, 4, 6, 4, 5]"
3_12_102,intermediate_case1,intermediate_case1/3_12_102.txt,3,11,"[[12, 9], [3, 6], [6, 6], [11, 10], [2, 7], [5, 7], [12, 9], [1, 7], [5, 6], [11, 9], [1, 6], [4, 5], [10, 9], [1, 7], [3, 6], [9, 10], [1, 6], [2, 6], [9, 9], [1, 7], [2, 6], [8, 8], [2, 7], [2, 5], [7, 9], [3, 8], [2, 6], [7, 8], [4, 8], [3, 5], [8, 8], [3, 9], [3, 6]]","[203, 122, 125, 226, 145, 148, 203, 144, 124, 202, 120, 99, 201, 144, 122, 224, 120, 121, 200, 144, 121, 175, 145, 97, 198, 170, 121, 174, 171, 98, 175, 194, 122]"
3_12_103,intermediate_case1,intermediate_case1/3_12_103.txt,3,11,"[[6, 6], [7, 2], [7, 5], [7, 5], [7, 1], [8, 4], [8, 6], [7, 2], [9, 5], [7, 5], [6, 3], [8, 5], [8, 4], [6, 4], [9, 5], [7, 5], [5, 4], [8, 6], [6, 5], [6, 3], [8, 5], [7, 4], [5, 3], [8, 4], [6, 4], [4, 2], [7, 3], [7, 3], [5, 3], [8, 3], [6, 4], [4, 2], [7, 3]]","[125, 30, 102, 102, 6, 79, 127, 30, 104, 102, 53, 103, 79, 77, 104, 102, 76, 127, 101, 53, 103, 78, 52, 79, 77, 27, 54, 54, 52, 55, 77, 27, 54]"
3_12_104,intermediate_case1,intermediate_case1/3_12_104.txt,3,11,"[[3, 10], [6, 6], [11, 7], [2, 11], [5, 5], [10, 7], [3, 12], [6, 6], [11, 8], [4, 12], [6, 5], [12, 7], [4, 11], [6, 4], [12, 6], [5, 11], [5, 4], [12, 6], [6, 10], [6, 5], [12, 6], [7, 11], [5, 6], [12, 7], [6, 12], [6, 7], [12, 8], [5, 12], [7, 6], [12, 7], [5, 11], [6, 7], [11, 7]]","[218, 125, 154, 241, 100, 153, 266, 125, 178, 267, 101, 155, 243, 77, 131, 244, 76, 131, 221, 101, 131, 246, 124, 155, 269, 149, 179, 268, 126, 155, 244, 149, 154]"
3_12_105,intermediate_case1,intermediate_case1/3_12_105.txt,3,11,"[[8, 12], [12, 1], [6, 6], [9, 12], [11, 2], [6, 7], [10, 12], [11, 1], [7, 7], [11, 12], [10, 1], [7, 8], [10, 11], [9, 2], [6, 8], [9, 11], [9, 1], [5, 7], [10, 11], [10, 1], [6, 7], [10, 12], [11, 1], [7, 8], [11, 12], [10, 1], [7, 8], [11, 12], [9, 2], [6, 9], [12, 12], [9, 1], [7, 8]]","[271, 11, 125, 272, 34, 149, 273, 10, 150, 274, 9, 174, 249, 32, 173, 248, 8, 148, 249, 9, 149, 273, 10, 174, 274, 9, 174, 274, 32, 197, 275, 8, 174]"
3_12_106,intermediate_case1,intermediate_case1/3_12_106.txt,3,11,"[[6, 6], [5, 1], [3, 3], [5, 7], [6, 1], [3, 3], [4, 7], [5, 1], [2, 3], [5, 7], [4, 1], [2, 2], [5, 8], [5, 1], [3, 3], [4, 7], [4, 2], [2, 3], [5, 6], [5, 2], [3, 2], [4, 5], [5, 3], [2, 2], [3, 5], [4, 2], [1, 1], [4, 4], [3, 1], [1, 1], [5, 4], [4, 1], [2, 1]]","[125, 4, 50, 148, 5, 50, 147, 4, 49, 148, 3, 25, 172, 4, 50, 147, 27, 49, 124, 28, 26, 99, 52, 25, 98, 27, 0, 75, 2, 0, 76, 3, 1]"
