Maze:
######################################
#                                    #
#                                    #
#                                    #
#                                    #
#                                    #
#     ##########################     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                     S  #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #            A           #     #
#     #         B              #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     #                        #     #
#     ##########################     #
#                                    #
#                                    #
#                                    #
#                                    #
#                                    #
######################################
[[22.  7.]
 [13. 13.]
 [10. 14.]
 [23.  6.]
 [14. 13.]
 [11. 14.]
 [24.  5.]
 [15. 13.]
 [12. 14.]
 [24.  4.]
 [16. 13.]
 [13. 14.]
 [24.  3.]
 [17. 13.]
 [14. 14.]
 [24.  2.]
 [18. 13.]
 [15. 14.]
 [24.  1.]
 [19. 13.]
 [16. 14.]
 [24.  1.]
 [20. 13.]
 [17. 14.]
 [24.  1.]
 [21. 13.]
 [18. 14.]
 [24.  1.]
 [22. 13.]
 [19. 14.]
 [24.  1.]
 [23. 13.]
 [20. 14.]
 [24.  1.]
 [24. 13.]
 [21. 14.]
 [24.  1.]
 [24. 13.]
 [22. 14.]
 [24.  1.]
 [24. 13.]
 [23. 14.]
 [24.  1.]
 [24. 12.]
 [24. 13.]
 [24.  1.]
 [24. 11.]
 [24. 12.]]
