trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_1000,rulemap,rulemap/3_12_1000.txt,3,C,"[[6, 6], [2, 11], [9, 8]]","[125, 241, 176]","[[5, 2], [1, 12], [12, 12]]","[28, 264, 275]","[[5, 1], [1, 12], [12, 12]]","[4, 264, 275]","[[6, 1], [1, 13], [11, 13]]","[5, 288, 298]"
3_12_101,rulemap,rulemap/3_12_101.txt,3,B,"[[2, 2], [6, 6], [1, 5]]","[25, 125, 96]","[[1, 1], [12, 6], [1, 12]]","[0, 131, 264]","[[2, 1], [11, 6], [1, 10]]","[1, 130, 216]","[[2, 1], [12, 6], [2, 12]]","[1, 131, 265]"
3_12_102,rulemap,rulemap/3_12_102.txt,3,C,"[[5, 10], [12, 4], [6, 6]]","[220, 83, 125]","[[5, 12], [12, 4], [3, 1]]","[268, 83, 2]","[[5, 12], [12, 4], [1, 1]]","[268, 83, 0]","[[4, 13], [11, 4], [2, 2]]","[291, 82, 25]"
3_12_103,rulemap,rulemap/3_12_103.txt,3,B,"[[6, 6], [6, 2], [11, 5]]","[125, 29, 106]","[[6, 12], [1, 1], [12, 1]]","[269, 0, 11]","[[6, 11], [3, 1], [12, 5]]","[245, 2, 107]","[[5, 12], [1, 2], [13, 1]]","[268, 24, 12]"
3_12_104,rulemap,rulemap/3_12_104.txt,3,B,"[[12, 7], [6, 6], [7, 1]]","[155, 125, 6]","[[12, 7], [1, 12], [1, 1]]","[155, 264, 0]","[[12, 7], [2, 11], [6, 1]]","[155, 241, 5]","[[12, 7], [1, 12], [2, 1]]","[155, 264, 1]"
3_12_105,rulemap,rulemap/3_12_105.txt,3,D,"[[1, 2], [4, 12], [6, 6]]","[24, 267, 125]","[[1, 1], [2, 12], [10, 6]]","[0, 265, 129]","[[1, 2], [1, 13], [13, 6]]","[24, 288, 132]","[[1, 1], [1, 12], [12, 6]]","[0, 264, 131]"
3_12_106,rulemap,rulemap/3_12_106.txt,3,C,"[[6, 6], [8, 11], [7, 8]]","[125, 247, 174]","[[6, 1], [11, 12], [3, 10]]","[5, 274, 218]","[[6, 1], [12, 12], [1, 12]]","[5, 275, 264]","[[7, 1], [11, 13], [1, 12]]","[6, 298, 264]"
3_12_107,rulemap,rulemap/3_12_107.txt,3,C,"[[10, 12], [6, 6], [10, 3]]","[273, 125, 57]","[[12, 12], [2, 7], [11, 1]]","[275, 145, 10]","[[12, 12], [1, 7], [11, 1]]","[275, 144, 10]","[[11, 11], [1, 8], [12, 2]]","[250, 168, 35]"
3_12_108,rulemap,rulemap/3_12_108.txt,3,C,"[[4, 9], [8, 2], [6, 6]]","[195, 31, 125]","[[1, 12], [8, 1], [10, 8]]","[264, 7, 177]","[[1, 12], [8, 1], [12, 9]]","[264, 7, 203]","[[1, 11], [7, 1], [12, 9]]","[240, 6, 203]"
3_12_109,rulemap,rulemap/3_12_109.txt,3,B,"[[6, 6], [3, 1], [12, 3]]","[125, 2, 59]","[[6, 12], [1, 1], [12, 1]]","[269, 0, 11]","[[6, 10], [1, 1], [12, 1]]","[221, 0, 11]","[[7, 11], [1, 2], [13, 1]]","[246, 24, 12]"
3_12_11,rulemap,rulemap/3_12_11.txt,3,D,"[[2, 12], [6, 6], [9, 12]]","[265, 125, 272]","[[1, 12], [6, 2], [12, 12]]","[264, 29, 275]","[[1, 12], [5, 1], [12, 13]]","[264, 4, 299]","[[1, 12], [6, 1], [12, 12]]","[264, 5, 275]"
3_12_110,rulemap,rulemap/3_12_110.txt,3,C,"[[10, 2], [6, 6], [4, 5]]","[33, 125, 99]","[[12, 1], [10, 9], [1, 5]]","[11, 201, 96]","[[12, 1], [12, 12], [1, 5]]","[11, 275, 96]","[[13, 1], [12, 11], [2, 4]]","[12, 251, 73]"
3_12_111,rulemap,rulemap/3_12_111.txt,3,C,"[[1, 10], [2, 3], [6, 6]]","[216, 49, 125]","[[1, 12], [1, 1], [10, 6]]","[264, 0, 129]","[[1, 12], [1, 1], [12, 6]]","[264, 0, 131]","[[1, 11], [2, 1], [12, 6]]","[240, 1, 131]"
3_12_112,rulemap,rulemap/3_12_112.txt,3,C,"[[6, 6], [5, 5], [2, 8]]","[125, 100, 169]","[[11, 9], [4, 1], [1, 10]]","[202, 3, 216]","[[12, 9], [4, 1], [1, 11]]","[203, 3, 240]","[[11, 9], [4, 1], [2, 10]]","[202, 3, 217]"
3_12_113,rulemap,rulemap/3_12_113.txt,3,C,"[[11, 5], [6, 6], [4, 11]]","[106, 125, 243]","[[12, 5], [3, 1], [3, 12]]","[107, 2, 266]","[[12, 5], [3, 1], [1, 12]]","[107, 2, 264]","[[11, 5], [2, 1], [1, 11]]","[106, 1, 240]"
3_12_114,rulemap,rulemap/3_12_114.txt,3,B,"[[8, 11], [11, 2], [6, 6]]","[247, 34, 125]","[[8, 12], [12, 1], [1, 1]]","[271, 11, 0]","[[8, 12], [12, 1], [2, 2]]","[271, 11, 25]","[[9, 12], [13, 1], [1, 2]]","[272, 12, 24]"
3_12_115,rulemap,rulemap/3_12_115.txt,3,B,"[[6, 6], [4, 3], [11, 12]]","[125, 51, 274]","[[6, 6], [1, 1], [12, 12]]","[125, 0, 275]","[[7, 7], [1, 1], [12, 12]]","[150, 0, 275]","[[5, 7], [2, 1], [13, 12]]","[148, 1, 276]"
3_12_116,rulemap,rulemap/3_12_116.txt,3,C,"[[8, 6], [6, 6], [12, 3]]","[127, 125, 59]","[[11, 9], [1, 6], [12, 1]]","[202, 120, 11]","[[12, 12], [1, 6], [12, 1]]","[275, 120, 11]","[[12, 13], [2, 7], [13, 2]]","[299, 145, 36]"
3_12_117,rulemap,rulemap/3_12_117.txt,3,A,"[[11, 1], [12, 12], [1, 6]]","[10, 275, 120]","[[10, 7], [11, 12], [6, 6]]","[153, 274, 125]","[[11, 3], [11, 12], [1, 6]]","[58, 274, 120]","[[10, 1], [12, 13], [1, 6]]","[9, 299, 120]"
3_12_118,rulemap,rulemap/3_12_118.txt,3,D,"[[6, 6], [3, 2], [4, 11]]","[125, 26, 243]","[[10, 6], [1, 1], [2, 12]]","[129, 0, 265]","[[11, 5], [2, 1], [1, 11]]","[106, 1, 240]","[[12, 6], [1, 1], [1, 12]]","[131, 0, 264]"
3_12_119,rulemap,rulemap/3_12_119.txt,3,A,"[[12, 9], [1, 12], [2, 1]]","[203, 264, 1]","[[12, 9], [6, 6], [4, 2]]","[203, 125, 27]","[[12, 9], [3, 11], [4, 1]]","[203, 242, 3]","[[13, 8], [2, 13], [3, 1]]","[180, 289, 2]"
3_12_12,rulemap,rulemap/3_12_12.txt,3,D,"[[10, 3], [11, 4], [6, 6]]","[57, 82, 125]","[[7, 1], [12, 7], [1, 11]]","[6, 155, 240]","[[5, 1], [12, 9], [1, 13]]","[4, 203, 288]","[[4, 1], [12, 8], [1, 12]]","[3, 179, 264]"
3_12_120,rulemap,rulemap/3_12_120.txt,3,A,"[[12, 12], [12, 1], [1, 6]]","[275, 11, 120]","[[12, 12], [12, 1], [6, 6]]","[275, 11, 125]","[[12, 12], [12, 1], [2, 6]]","[275, 11, 121]","[[11, 13], [12, 2], [2, 5]]","[298, 35, 97]"
3_12_121,rulemap,rulemap/3_12_121.txt,3,D,"[[6, 6], [8, 10], [12, 5]]","[125, 223, 107]","[[2, 2], [8, 12], [12, 5]]","[25, 271, 107]","[[2, 2], [8, 13], [11, 3]]","[25, 295, 58]","[[1, 1], [8, 12], [12, 4]]","[0, 271, 83]"
3_12_122,rulemap,rulemap/3_12_122.txt,3,B,"[[7, 2], [6, 6], [1, 12]]","[30, 125, 264]","[[7, 1], [12, 9], [1, 12]]","[6, 203, 264]","[[7, 1], [10, 8], [1, 12]]","[6, 177, 264]","[[6, 1], [12, 8], [1, 12]]","[5, 179, 264]"
3_12_123,rulemap,rulemap/3_12_123.txt,3,B,"[[5, 10], [12, 3], [6, 6]]","[220, 59, 125]","[[5, 12], [12, 3], [1, 1]]","[268, 59, 0]","[[5, 12], [12, 3], [3, 1]]","[268, 59, 2]","[[6, 11], [11, 2], [2, 1]]","[245, 34, 1]"
3_12_124,rulemap,rulemap/3_12_124.txt,3,D,"[[6, 6], [2, 6], [6, 4]]","[125, 121, 77]","[[9, 11], [1, 7], [6, 1]]","[248, 144, 5]","[[12, 12], [1, 11], [6, 1]]","[275, 240, 5]","[[12, 12], [1, 12], [6, 1]]","[275, 264, 5]"
3_12_125,rulemap,rulemap/3_12_125.txt,3,B,"[[4, 10], [6, 6], [9, 7]]","[219, 125, 152]","[[3, 12], [1, 1], [12, 7]]","[266, 0, 155]","[[3, 12], [2, 3], [12, 7]]","[266, 49, 155]","[[3, 12], [1, 1], [12, 6]]","[266, 0, 131]"
3_12_126,rulemap,rulemap/3_12_126.txt,3,C,"[[3, 9], [11, 8], [6, 6]]","[194, 178, 125]","[[1, 12], [12, 10], [7, 2]]","[264, 227, 30]","[[1, 12], [12, 12], [7, 1]]","[264, 275, 6]","[[1, 13], [13, 12], [6, 2]]","[288, 276, 29]"
