trial_id,mode,relpath_txt,n_agents,seq_len_T,xy_json,cell_json
3_12_1000,intermediate_case2,intermediate_case2/3_12_1000.txt,3,11,"[[6, 6], [10, 12], [1, 9], [7, 7], [9, 12], [2, 10], [7, 8], [8, 12], [3, 11], [6, 7], [9, 11], [4, 10], [5, 7], [8, 11], [5, 9], [4, 6], [8, 10], [6, 8], [5, 6], [9, 11], [7, 9], [4, 5], [8, 11], [6, 8], [5, 4], [9, 12], [7, 8], [6, 5], [9, 11], [8, 8], [6, 4], [8, 11], [7, 8]]","[125, 273, 192, 150, 272, 217, 174, 271, 242, 149, 248, 219, 148, 247, 196, 123, 223, 173, 124, 248, 198, 99, 247, 173, 76, 272, 174, 101, 248, 175, 77, 247, 174]"
3_12_101,intermediate_case2,intermediate_case2/3_12_101.txt,3,11,"[[8, 6], [6, 6], [6, 4], [9, 7], [6, 7], [7, 5], [9, 8], [7, 7], [8, 6], [9, 9], [8, 6], [9, 7], [8, 9], [9, 6], [9, 8], [7, 8], [10, 7], [9, 8], [7, 7], [9, 8], [8, 8], [6, 8], [9, 7], [8, 8], [7, 8], [8, 8], [8, 8], [6, 7], [9, 7], [8, 7], [7, 7], [9, 8], [8, 8]]","[127, 125, 77, 152, 149, 102, 176, 150, 127, 200, 127, 152, 199, 128, 176, 174, 153, 176, 150, 176, 175, 173, 152, 175, 174, 175, 175, 149, 152, 151, 150, 176, 175]"
3_12_102,intermediate_case2,intermediate_case2/3_12_102.txt,3,11,"[[8, 5], [2, 11], [6, 6], [7, 4], [1, 12], [5, 7], [8, 3], [1, 11], [4, 7], [7, 3], [2, 12], [5, 8], [8, 4], [3, 12], [6, 8], [8, 3], [4, 12], [6, 8], [7, 4], [3, 12], [5, 8], [6, 4], [2, 12], [4, 9], [5, 4], [2, 12], [4, 9], [4, 3], [2, 11], [3, 8], [3, 2], [1, 12], [2, 7]]","[103, 241, 125, 78, 264, 148, 55, 240, 147, 54, 265, 172, 79, 266, 173, 55, 267, 173, 78, 266, 172, 77, 265, 195, 76, 265, 195, 51, 241, 170, 26, 264, 145]"
3_12_103,intermediate_case2,intermediate_case2/3_12_103.txt,3,11,"[[6, 6], [5, 2], [5, 6], [5, 5], [5, 3], [5, 5], [4, 6], [6, 3], [5, 5], [5, 6], [5, 3], [5, 5], [5, 5], [6, 3], [6, 4], [4, 5], [7, 2], [6, 4], [4, 4], [7, 3], [6, 4], [5, 4], [6, 4], [6, 4], [5, 5], [7, 4], [6, 5], [4, 6], [6, 4], [5, 5], [3, 6], [5, 5], [4, 6]]","[125, 28, 124, 100, 52, 100, 123, 53, 100, 124, 52, 100, 100, 53, 77, 99, 30, 77, 75, 54, 77, 76, 77, 77, 100, 78, 101, 123, 77, 100, 122, 100, 123]"
3_12_104,intermediate_case2,intermediate_case2/3_12_104.txt,3,11,"[[7, 4], [6, 6], [8, 1], [7, 3], [5, 5], [7, 2], [8, 2], [6, 5], [7, 3], [7, 2], [5, 5], [6, 4], [8, 2], [4, 5], [6, 4], [9, 1], [5, 4], [7, 3], [8, 1], [4, 4], [6, 2], [9, 1], [5, 4], [7, 3], [9, 2], [6, 3], [8, 3], [8, 2], [7, 4], [8, 3], [7, 2], [6, 3], [7, 3]]","[78, 125, 7, 54, 100, 30, 31, 101, 54, 30, 100, 77, 31, 99, 77, 8, 76, 54, 7, 75, 29, 8, 76, 54, 32, 53, 55, 31, 78, 55, 30, 53, 54]"
3_12_105,intermediate_case2,intermediate_case2/3_12_105.txt,3,11,"[[12, 12], [8, 8], [6, 6], [12, 11], [9, 7], [7, 7], [12, 10], [8, 7], [8, 8], [11, 11], [8, 8], [9, 9], [12, 12], [8, 7], [10, 10], [11, 12], [9, 7], [10, 10], [12, 11], [10, 6], [11, 9], [12, 10], [11, 7], [12, 9], [12, 9], [12, 6], [12, 8], [11, 8], [11, 7], [11, 8], [11, 7], [11, 8], [11, 8]]","[275, 175, 125, 251, 152, 150, 227, 151, 175, 250, 175, 200, 275, 151, 225, 274, 152, 225, 251, 129, 202, 227, 154, 203, 203, 131, 179, 178, 154, 178, 154, 178, 178]"
3_12_106,intermediate_case2,intermediate_case2/3_12_106.txt,3,11,"[[6, 6], [9, 7], [10, 3], [5, 7], [8, 8], [9, 4], [5, 6], [7, 8], [8, 5], [6, 6], [6, 7], [7, 6], [5, 7], [7, 8], [6, 7], [6, 8], [6, 9], [6, 8], [5, 8], [5, 10], [5, 9], [4, 9], [4, 9], [4, 9], [3, 9], [3, 9], [3, 9], [3, 8], [2, 9], [3, 9], [4, 8], [1, 10], [3, 9]]","[125, 152, 57, 148, 175, 80, 124, 174, 103, 125, 149, 126, 148, 174, 149, 173, 197, 173, 172, 220, 196, 195, 195, 195, 194, 194, 194, 170, 193, 194, 171, 216, 194]"
3_12_107,intermediate_case2,intermediate_case2/3_12_107.txt,3,11,"[[10, 3], [6, 6], [11, 1], [11, 3], [7, 5], [10, 2], [10, 3], [7, 4], [9, 3], [11, 3], [6, 5], [9, 4], [12, 2], [5, 6], [9, 4], [11, 3], [5, 7], [8, 5], [10, 4], [4, 6], [7, 5], [10, 5], [3, 5], [7, 5], [10, 4], [3, 6], [7, 5], [9, 3], [2, 7], [6, 5], [8, 2], [1, 8], [5, 5]]","[57, 125, 10, 58, 102, 33, 57, 78, 56, 58, 101, 80, 35, 124, 80, 58, 148, 103, 81, 123, 102, 105, 98, 102, 81, 122, 102, 56, 145, 101, 31, 168, 100]"
3_12_108,intermediate_case2,intermediate_case2/3_12_108.txt,3,11,"[[5, 7], [7, 1], [6, 6], [5, 6], [7, 2], [6, 5], [5, 5], [6, 2], [6, 4], [4, 6], [6, 3], [5, 5], [5, 6], [5, 3], [5, 5], [5, 5], [6, 2], [6, 4], [6, 6], [5, 1], [6, 4], [5, 6], [6, 2], [6, 4], [4, 5], [5, 2], [5, 4], [5, 4], [5, 1], [5, 3], [4, 4], [5, 2], [5, 3]]","[148, 6, 125, 124, 30, 101, 100, 29, 77, 123, 53, 100, 124, 52, 100, 100, 29, 77, 125, 4, 77, 124, 29, 77, 99, 28, 76, 76, 4, 52, 75, 28, 52]"
3_12_109,intermediate_case2,intermediate_case2/3_12_109.txt,3,11,"[[6, 6], [11, 6], [9, 12], [5, 7], [10, 6], [8, 11], [4, 8], [11, 7], [8, 10], [5, 8], [10, 6], [8, 9], [5, 9], [9, 6], [7, 8], [6, 10], [8, 5], [7, 8], [7, 11], [7, 5], [7, 8], [8, 11], [6, 6], [7, 9], [9, 11], [7, 6], [8, 9], [10, 10], [6, 5], [8, 8], [10, 11], [5, 5], [8, 8]]","[125, 130, 272, 148, 129, 247, 171, 154, 223, 172, 129, 199, 196, 128, 174, 221, 103, 174, 246, 102, 174, 247, 125, 198, 248, 126, 199, 225, 101, 175, 249, 100, 175]"
