trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
5_24_1,intermediate_case2,intermediate_case2/5_24_1.txt,5,C,"[[12, 12], [10, 15], [8, 10], [18, 1], [14, 7]]","[275, 345, 223, 17, 157]","[[10, 11], [10, 12], [10, 12], [19, 2], [15, 7]]","[249, 273, 273, 42, 158]","[[10, 11], [10, 9], [10, 10], [21, 5], [16, 8]]","[249, 201, 225, 116, 183]","[[11, 11], [9, 10], [10, 11], [22, 4], [16, 8]]","[250, 224, 249, 93, 183]"
5_24_10,intermediate_case2,intermediate_case2/5_24_10.txt,5,D,"[[22, 15], [24, 9], [5, 17], [6, 10], [12, 12]]","[357, 215, 388, 221, 275]","[[24, 16], [23, 9], [10, 13], [8, 9], [9, 11]]","[383, 214, 297, 199, 248]","[[22, 19], [24, 8], [14, 14], [7, 5], [11, 10]]","[453, 191, 325, 102, 226]","[[23, 19], [23, 9], [15, 14], [8, 5], [12, 10]]","[454, 214, 326, 103, 227]"
5_24_2,intermediate_case2,intermediate_case2/5_24_2.txt,5,C,"[[18, 8], [12, 12], [5, 16], [7, 17], [3, 1]]","[185, 275, 364, 390, 2]","[[19, 11], [11, 8], [10, 11], [9, 17], [8, 6]]","[258, 178, 249, 392, 127]","[[20, 12], [10, 9], [15, 11], [7, 16], [11, 11]]","[283, 201, 254, 366, 250]","[[20, 11], [11, 9], [14, 10], [8, 17], [11, 10]]","[259, 202, 229, 391, 226]"
5_24_3,intermediate_case2,intermediate_case2/5_24_3.txt,5,B,"[[15, 20], [23, 15], [12, 12], [13, 10], [17, 2]]","[470, 358, 275, 228, 40]","[[10, 22], [24, 12], [17, 17], [17, 10], [17, 12]]","[513, 287, 400, 232, 280]","[[12, 21], [22, 16], [17, 17], [15, 11], [16, 7]]","[491, 381, 400, 254, 159]","[[11, 22], [24, 13], [18, 18], [16, 11], [17, 11]]","[514, 311, 425, 255, 256]"
5_24_4,intermediate_case2,intermediate_case2/5_24_4.txt,5,D,"[[16, 16], [11, 9], [8, 16], [6, 6], [14, 2]]","[375, 202, 367, 125, 37]","[[14, 15], [13, 7], [13, 11], [6, 8], [10, 7]]","[349, 156, 252, 173, 153]","[[17, 14], [13, 7], [15, 11], [8, 7], [12, 9]]","[328, 156, 254, 151, 203]","[[17, 13], [12, 6], [15, 10], [7, 6], [11, 8]]","[304, 131, 230, 126, 178]"
5_24_5,intermediate_case2,intermediate_case2/5_24_5.txt,5,B,"[[4, 23], [16, 8], [20, 4], [17, 10], [12, 12]]","[531, 183, 91, 232, 275]","[[5, 22], [9, 10], [10, 14], [16, 7], [13, 11]]","[508, 224, 321, 159, 252]","[[4, 23], [13, 10], [15, 9], [13, 8], [14, 9]]","[531, 228, 206, 180, 205]","[[6, 23], [10, 9], [11, 13], [15, 6], [13, 10]]","[533, 201, 298, 134, 228]"
5_24_6,intermediate_case2,intermediate_case2/5_24_6.txt,5,D,"[[12, 12], [11, 21], [21, 23], [3, 24], [23, 18]]","[275, 490, 548, 554, 430]","[[11, 12], [13, 20], [16, 18], [2, 24], [18, 22]]","[274, 468, 423, 553, 521]","[[12, 14], [14, 22], [13, 18], [1, 24], [14, 21]]","[323, 517, 420, 552, 493]","[[13, 15], [15, 21], [14, 18], [1, 24], [13, 22]]","[348, 494, 421, 552, 516]"
5_24_7,intermediate_case2,intermediate_case2/5_24_7.txt,5,D,"[[22, 6], [12, 12], [18, 24], [17, 24], [16, 7]]","[141, 275, 569, 568, 159]","[[24, 7], [12, 13], [19, 19], [17, 22], [18, 12]]","[167, 299, 450, 520, 281]","[[24, 9], [11, 12], [18, 15], [18, 23], [18, 16]]","[215, 274, 353, 545, 377]","[[24, 8], [10, 12], [18, 14], [18, 24], [18, 17]]","[191, 273, 329, 569, 401]"
5_24_8,intermediate_case2,intermediate_case2/5_24_8.txt,5,D,"[[21, 12], [21, 5], [12, 12], [8, 15], [8, 12]]","[284, 116, 275, 343, 271]","[[18, 11], [21, 6], [17, 9], [4, 14], [11, 12]]","[257, 140, 208, 315, 274]","[[16, 9], [23, 6], [20, 8], [1, 13], [10, 11]]","[207, 142, 187, 288, 249]","[[16, 8], [23, 7], [20, 8], [1, 13], [10, 11]]","[183, 166, 187, 288, 249]"
5_24_9,intermediate_case2,intermediate_case2/5_24_9.txt,5,D,"[[13, 2], [24, 16], [4, 1], [12, 12], [20, 7]]","[36, 383, 3, 275, 163]","[[16, 3], [22, 16], [9, 6], [16, 10], [15, 8]]","[63, 381, 128, 231, 182]","[[14, 3], [21, 14], [13, 9], [15, 6], [14, 8]]","[61, 332, 204, 134, 181]","[[13, 3], [22, 13], [14, 8], [15, 5], [15, 7]]","[60, 309, 181, 110, 158]"
