trial_id,mode,relpath_txt,n_agents,seq_len_T,xy_json,cell_json
5_24_1,random,random/5_24_1.txt,5,11,"[[12, 12], [20, 17], [14, 19], [19, 24], [3, 9], [13, 12], [21, 17], [13, 18], [18, 24], [3, 10], [12, 13], [22, 18], [14, 18], [19, 24], [4, 10], [13, 13], [23, 18], [13, 17], [18, 24], [5, 10], [14, 13], [23, 19], [13, 18], [17, 23], [5, 11], [15, 14], [24, 18], [12, 18], [17, 22], [4, 10], [14, 14], [23, 17], [12, 17], [18, 23], [3, 10], [13, 13], [24, 17], [11, 18], [19, 23], [3, 11], [12, 12], [24, 18], [10, 19], [20, 22], [2, 10], [11, 12], [23, 17], [11, 20], [21, 23], [3, 11], [12, 11], [23, 16], [12, 21], [21, 22], [2, 10]]","[275, 403, 445, 570, 194, 276, 404, 420, 569, 218, 299, 429, 421, 570, 219, 300, 430, 396, 569, 220, 301, 454, 420, 544, 244, 326, 431, 419, 520, 219, 325, 406, 395, 545, 218, 300, 407, 418, 546, 242, 275, 431, 441, 523, 217, 274, 406, 466, 548, 242, 251, 382, 491, 524, 217]"
5_24_10,random,random/5_24_10.txt,5,11,"[[17, 21], [24, 15], [18, 12], [13, 2], [12, 12], [16, 22], [23, 16], [17, 13], [13, 3], [12, 11], [17, 23], [24, 15], [16, 14], [14, 2], [12, 10], [18, 24], [24, 16], [17, 14], [15, 3], [11, 9], [17, 24], [24, 15], [16, 14], [16, 3], [10, 8], [16, 24], [23, 16], [16, 15], [15, 2], [9, 7], [16, 23], [24, 16], [16, 16], [16, 3], [9, 6], [17, 23], [23, 16], [17, 17], [17, 3], [8, 5], [18, 22], [23, 17], [16, 17], [16, 4], [7, 6], [18, 23], [23, 18], [15, 18], [16, 5], [8, 7], [17, 24], [23, 19], [14, 19], [17, 4], [8, 8]]","[496, 359, 281, 36, 275, 519, 382, 304, 60, 251, 544, 359, 327, 37, 227, 569, 383, 328, 62, 202, 568, 359, 327, 63, 177, 567, 382, 351, 38, 152, 543, 383, 375, 63, 128, 544, 382, 400, 64, 103, 521, 406, 399, 87, 126, 545, 430, 422, 111, 151, 568, 454, 445, 88, 175]"
5_24_2,random,random/5_24_2.txt,5,11,"[[21, 4], [12, 12], [15, 4], [22, 15], [12, 6], [20, 5], [11, 12], [14, 4], [23, 16], [13, 5], [19, 5], [10, 12], [13, 4], [23, 15], [12, 5], [20, 5], [10, 13], [13, 5], [22, 14], [11, 5], [20, 4], [10, 14], [14, 5], [23, 14], [12, 4], [19, 5], [9, 15], [13, 5], [23, 15], [11, 3], [18, 6], [8, 15], [13, 6], [23, 16], [11, 2], [18, 7], [9, 16], [13, 5], [23, 17], [11, 1], [18, 6], [8, 16], [14, 6], [22, 16], [12, 2], [18, 5], [9, 16], [15, 5], [22, 15], [13, 1], [19, 5], [9, 15], [16, 6], [21, 16], [12, 2]]","[92, 275, 86, 357, 131, 115, 274, 85, 382, 108, 114, 273, 84, 358, 107, 115, 297, 108, 333, 106, 91, 321, 109, 334, 83, 114, 344, 108, 358, 58, 137, 343, 132, 382, 34, 161, 368, 108, 406, 10, 137, 367, 133, 381, 35, 113, 368, 110, 357, 12, 114, 344, 135, 380, 35]"
5_24_3,random,random/5_24_3.txt,5,11,"[[21, 6], [13, 1], [12, 12], [20, 18], [11, 16], [20, 6], [14, 1], [11, 12], [19, 19], [10, 15], [20, 7], [13, 2], [10, 12], [20, 18], [10, 14], [21, 8], [14, 2], [10, 13], [20, 19], [9, 15], [21, 9], [15, 3], [9, 13], [21, 18], [10, 16], [20, 9], [15, 2], [10, 14], [20, 17], [10, 15], [20, 10], [16, 1], [9, 15], [20, 16], [10, 14], [21, 9], [15, 2], [9, 14], [20, 15], [11, 13], [20, 9], [16, 3], [9, 13], [21, 14], [12, 13], [19, 10], [15, 3], [9, 12], [21, 15], [11, 14], [20, 9], [15, 4], [8, 13], [21, 16], [10, 15]]","[140, 12, 275, 427, 370, 139, 13, 274, 450, 345, 163, 36, 273, 427, 321, 188, 37, 297, 451, 344, 212, 62, 296, 428, 369, 211, 38, 321, 403, 345, 235, 15, 344, 379, 321, 212, 38, 320, 355, 298, 211, 63, 296, 332, 299, 234, 62, 272, 356, 322, 211, 86, 295, 380, 345]"
5_24_4,random,random/5_24_4.txt,5,11,"[[19, 12], [22, 4], [16, 12], [12, 12], [20, 14], [18, 11], [22, 3], [15, 12], [13, 12], [19, 14], [19, 10], [21, 2], [14, 13], [13, 11], [19, 15], [20, 11], [21, 1], [14, 14], [13, 12], [18, 14], [19, 10], [21, 2], [13, 14], [14, 11], [17, 13], [20, 11], [21, 1], [14, 14], [13, 12], [18, 12], [19, 11], [22, 1], [14, 13], [13, 11], [18, 13], [18, 10], [21, 1], [15, 14], [13, 12], [19, 13], [17, 9], [22, 1], [16, 13], [14, 13], [19, 12], [18, 10], [23, 1], [17, 14], [15, 12], [18, 13], [17, 9], [24, 1], [16, 13], [15, 13], [19, 14]]","[282, 93, 279, 275, 331, 257, 69, 278, 276, 330, 234, 44, 301, 252, 354, 259, 20, 325, 276, 329, 234, 44, 324, 253, 304, 259, 20, 325, 276, 281, 258, 21, 301, 252, 305, 233, 20, 326, 276, 306, 208, 21, 303, 301, 282, 233, 22, 328, 278, 305, 208, 23, 303, 302, 330]"
5_24_5,random,random/5_24_5.txt,5,11,"[[14, 1], [8, 16], [13, 24], [6, 15], [12, 12], [13, 1], [7, 15], [12, 23], [6, 14], [11, 11], [14, 1], [7, 14], [13, 22], [5, 15], [11, 10], [14, 2], [6, 13], [12, 21], [6, 16], [11, 11], [13, 2], [6, 12], [11, 22], [5, 16], [12, 12], [13, 1], [5, 13], [10, 21], [5, 15], [11, 12], [13, 2], [6, 14], [9, 20], [5, 16], [10, 12], [14, 2], [7, 15], [10, 19], [4, 16], [9, 13], [15, 3], [8, 15], [11, 19], [5, 15], [8, 13], [15, 4], [7, 15], [12, 20], [6, 14], [7, 12], [15, 5], [7, 16], [13, 21], [6, 13], [8, 12]]","[13, 367, 564, 341, 275, 12, 342, 539, 317, 250, 13, 318, 516, 340, 226, 37, 293, 491, 365, 250, 36, 269, 514, 364, 275, 12, 292, 489, 340, 274, 36, 317, 464, 364, 273, 37, 342, 441, 363, 296, 62, 343, 442, 340, 295, 86, 342, 467, 317, 270, 110, 366, 492, 293, 271]"
5_24_6,random,random/5_24_6.txt,5,11,"[[12, 12], [11, 2], [15, 7], [17, 24], [5, 24], [11, 12], [10, 2], [16, 7], [16, 24], [6, 24], [10, 11], [10, 1], [16, 8], [15, 24], [5, 23], [11, 10], [11, 1], [15, 9], [16, 23], [4, 23], [11, 9], [11, 2], [14, 8], [17, 22], [3, 23], [12, 9], [12, 1], [14, 9], [18, 23], [2, 22], [11, 8], [13, 1], [13, 10], [19, 22], [1, 22], [10, 7], [14, 2], [13, 11], [18, 21], [1, 21], [11, 6], [13, 3], [14, 12], [18, 22], [1, 22], [11, 5], [14, 2], [14, 13], [17, 23], [1, 21], [10, 6], [14, 1], [15, 14], [16, 23], [2, 21]]","[275, 34, 158, 568, 556, 274, 33, 159, 567, 557, 249, 9, 183, 566, 532, 226, 10, 206, 543, 531, 202, 34, 181, 520, 530, 203, 11, 205, 545, 505, 178, 12, 228, 522, 504, 153, 37, 252, 497, 480, 130, 60, 277, 521, 504, 106, 37, 301, 544, 480, 129, 13, 326, 543, 481]"
5_24_7,random,random/5_24_7.txt,5,11,"[[17, 9], [12, 12], [21, 11], [8, 11], [17, 15], [17, 10], [11, 13], [21, 12], [8, 10], [18, 16], [16, 9], [10, 14], [21, 11], [7, 10], [17, 16], [17, 9], [10, 13], [22, 10], [6, 9], [16, 17], [17, 8], [10, 14], [21, 9], [5, 8], [17, 18], [18, 9], [11, 15], [20, 8], [6, 7], [16, 18], [18, 8], [10, 14], [21, 9], [5, 8], [17, 18], [19, 9], [9, 14], [20, 9], [4, 9], [18, 18], [18, 8], [10, 13], [21, 9], [5, 9], [19, 17], [17, 8], [11, 14], [20, 9], [6, 8], [19, 18], [16, 7], [10, 15], [21, 10], [7, 8], [19, 19]]","[208, 275, 260, 247, 352, 232, 298, 284, 223, 377, 207, 321, 260, 222, 376, 208, 297, 237, 197, 399, 184, 321, 212, 172, 424, 209, 346, 187, 149, 423, 185, 321, 212, 172, 424, 210, 320, 211, 195, 425, 185, 297, 212, 196, 402, 184, 322, 211, 173, 426, 159, 345, 236, 174, 450]"
5_24_8,random,random/5_24_8.txt,5,11,"[[4, 21], [22, 3], [12, 12], [8, 8], [17, 14], [3, 21], [21, 4], [11, 11], [8, 7], [18, 14], [3, 20], [21, 5], [11, 10], [7, 7], [17, 14], [2, 20], [21, 4], [11, 9], [7, 6], [16, 13], [2, 19], [22, 3], [10, 10], [8, 5], [15, 13], [1, 19], [21, 3], [11, 11], [7, 6], [14, 12], [2, 20], [22, 4], [10, 11], [6, 5], [15, 13], [3, 21], [21, 3], [11, 11], [7, 5], [14, 13], [2, 20], [20, 4], [10, 12], [8, 6], [15, 14], [3, 20], [20, 3], [9, 13], [9, 7], [16, 13], [2, 21], [19, 3], [8, 13], [9, 8], [17, 14]]","[483, 69, 275, 175, 328, 482, 92, 250, 151, 329, 458, 116, 226, 150, 328, 457, 92, 202, 126, 303, 433, 69, 225, 103, 302, 432, 68, 250, 126, 277, 457, 93, 249, 101, 302, 482, 68, 250, 102, 301, 457, 91, 273, 127, 326, 458, 67, 296, 152, 303, 481, 66, 295, 176, 328]"
5_24_9,random,random/5_24_9.txt,5,11,"[[13, 23], [22, 13], [8, 21], [12, 12], [13, 2], [14, 23], [21, 13], [7, 22], [13, 13], [12, 1], [15, 22], [20, 14], [7, 23], [13, 12], [13, 2], [16, 23], [20, 13], [6, 23], [12, 12], [12, 1], [17, 24], [21, 14], [7, 23], [11, 11], [12, 2], [18, 24], [20, 14], [7, 22], [11, 10], [11, 2], [17, 24], [19, 15], [6, 21], [10, 10], [11, 1], [17, 23], [18, 14], [6, 20], [11, 11], [12, 2], [18, 23], [17, 15], [5, 21], [10, 10], [11, 1], [17, 24], [17, 14], [5, 20], [9, 9], [12, 1], [16, 24], [18, 13], [6, 20], [10, 8], [13, 1]]","[540, 309, 487, 275, 36, 541, 308, 510, 300, 11, 518, 331, 534, 276, 36, 543, 307, 533, 275, 11, 568, 332, 534, 250, 35, 569, 331, 510, 226, 34, 568, 354, 485, 225, 10, 544, 329, 461, 250, 35, 545, 352, 484, 225, 10, 568, 328, 460, 200, 11, 567, 305, 461, 177, 12]"
