trial_id,mode,relpath_txt,n_agents,seq_len_T,xy_json,cell_json
5_24_1,rulemap,rulemap/5_24_1.txt,5,11,"[[12, 12], [24, 10], [18, 19], [4, 14], [16, 21], [12, 11], [24, 9], [19, 18], [3, 14], [15, 22], [12, 10], [24, 8], [20, 17], [2, 14], [14, 23], [11, 9], [24, 7], [21, 17], [1, 14], [13, 24], [10, 8], [24, 6], [22, 17], [1, 14], [12, 24], [10, 7], [24, 5], [23, 17], [1, 14], [11, 24], [10, 6], [24, 4], [24, 17], [1, 14], [10, 24], [10, 5], [24, 3], [24, 17], [1, 14], [9, 24], [9, 4], [24, 2], [24, 17], [1, 14], [8, 24], [9, 3], [24, 1], [24, 17], [1, 14], [7, 24], [8, 2], [24, 1], [24, 17], [1, 14], [6, 24]]","[275, 239, 449, 315, 495, 251, 215, 426, 314, 518, 227, 191, 403, 313, 541, 202, 167, 404, 312, 564, 177, 143, 405, 312, 563, 153, 119, 406, 312, 562, 129, 95, 407, 312, 561, 105, 71, 407, 312, 560, 80, 47, 407, 312, 559, 56, 23, 407, 312, 558, 31, 23, 407, 312, 557]"
5_24_10,rulemap,rulemap/5_24_10.txt,5,11,"[[3, 22], [14, 20], [3, 8], [5, 5], [12, 12], [2, 23], [14, 21], [2, 9], [6, 4], [13, 11], [1, 24], [14, 22], [1, 10], [6, 3], [14, 10], [1, 24], [14, 23], [1, 11], [6, 2], [15, 9], [1, 24], [14, 24], [1, 12], [6, 1], [16, 8], [1, 24], [14, 24], [1, 12], [6, 1], [17, 7], [1, 24], [14, 24], [1, 13], [6, 1], [18, 6], [1, 24], [14, 24], [1, 13], [6, 1], [19, 5], [1, 24], [15, 24], [1, 13], [6, 1], [20, 4], [1, 24], [15, 24], [1, 13], [6, 1], [21, 3], [1, 24], [16, 24], [1, 13], [6, 1], [22, 2]]","[506, 469, 170, 100, 275, 529, 493, 193, 77, 252, 552, 517, 216, 53, 229, 552, 541, 240, 29, 206, 552, 565, 264, 5, 183, 552, 565, 264, 5, 160, 552, 565, 288, 5, 137, 552, 565, 288, 5, 114, 552, 566, 288, 5, 91, 552, 566, 288, 5, 68, 552, 567, 288, 5, 45]"
5_24_2,rulemap,rulemap/5_24_2.txt,5,11,"[[13, 19], [12, 12], [21, 13], [13, 11], [17, 7], [13, 20], [11, 13], [22, 14], [14, 10], [17, 6], [13, 21], [10, 14], [23, 15], [15, 9], [17, 5], [13, 22], [9, 15], [24, 16], [15, 10], [16, 5], [13, 23], [8, 15], [24, 16], [15, 11], [15, 6], [13, 24], [7, 16], [24, 16], [15, 12], [15, 7], [13, 24], [6, 16], [24, 16], [15, 13], [15, 8], [13, 24], [5, 16], [24, 16], [15, 14], [15, 9], [13, 24], [4, 16], [24, 16], [15, 15], [14, 10], [13, 24], [3, 16], [24, 16], [15, 16], [15, 10], [13, 24], [2, 16], [24, 16], [15, 17], [14, 9]]","[444, 275, 308, 252, 160, 468, 298, 333, 229, 136, 492, 321, 358, 206, 112, 516, 344, 383, 230, 111, 540, 343, 383, 254, 134, 564, 366, 383, 278, 158, 564, 365, 383, 302, 182, 564, 364, 383, 326, 206, 564, 363, 383, 350, 229, 564, 362, 383, 374, 230, 564, 361, 383, 398, 205]"
5_24_3,rulemap,rulemap/5_24_3.txt,5,11,"[[19, 13], [14, 2], [12, 12], [9, 24], [21, 12], [18, 14], [14, 1], [11, 12], [9, 24], [22, 12], [19, 14], [14, 1], [10, 12], [9, 24], [23, 12], [20, 15], [14, 1], [9, 12], [9, 24], [24, 12], [20, 16], [14, 1], [8, 11], [9, 24], [24, 11], [21, 17], [14, 1], [7, 11], [9, 24], [24, 10], [22, 17], [13, 1], [6, 11], [9, 24], [24, 9], [23, 17], [12, 1], [5, 11], [9, 24], [24, 8], [24, 17], [11, 1], [4, 11], [9, 24], [24, 7], [24, 17], [10, 1], [3, 11], [9, 24], [24, 6], [24, 17], [9, 1], [2, 11], [9, 24], [24, 5]]","[306, 37, 275, 560, 284, 329, 13, 274, 560, 285, 330, 13, 273, 560, 286, 355, 13, 272, 560, 287, 379, 13, 247, 560, 263, 404, 13, 246, 560, 239, 405, 12, 245, 560, 215, 406, 11, 244, 560, 191, 407, 10, 243, 560, 167, 407, 9, 242, 560, 143, 407, 8, 241, 560, 119]"
5_24_4,rulemap,rulemap/5_24_4.txt,5,11,"[[11, 11], [24, 17], [23, 11], [12, 12], [21, 8], [10, 10], [24, 18], [24, 12], [13, 13], [20, 7], [9, 9], [24, 19], [24, 12], [14, 14], [20, 6], [8, 8], [24, 20], [24, 12], [14, 15], [20, 5], [7, 7], [24, 21], [24, 12], [14, 16], [20, 4], [6, 6], [24, 22], [24, 12], [13, 17], [20, 3], [5, 5], [24, 23], [24, 12], [12, 18], [20, 2], [4, 4], [24, 24], [24, 12], [11, 18], [20, 1], [3, 3], [24, 24], [24, 12], [10, 18], [20, 1], [2, 2], [24, 24], [24, 13], [9, 18], [20, 1], [1, 1], [24, 24], [24, 13], [8, 18], [20, 1]]","[250, 407, 262, 275, 188, 225, 431, 287, 300, 163, 200, 455, 287, 325, 139, 175, 479, 287, 349, 115, 150, 503, 287, 373, 91, 125, 527, 287, 396, 67, 100, 551, 287, 419, 43, 75, 575, 287, 418, 19, 50, 575, 287, 417, 19, 25, 575, 311, 416, 19, 0, 575, 311, 415, 19]"
5_24_5,rulemap,rulemap/5_24_5.txt,5,11,"[[20, 24], [21, 21], [5, 19], [5, 6], [12, 12], [20, 24], [21, 20], [4, 20], [4, 5], [12, 11], [20, 24], [21, 19], [3, 21], [3, 4], [12, 10], [20, 24], [21, 18], [2, 22], [2, 3], [12, 9], [20, 24], [22, 17], [1, 23], [1, 2], [12, 8], [20, 24], [23, 16], [1, 24], [1, 1], [12, 7], [20, 24], [24, 16], [1, 24], [1, 1], [11, 6], [20, 24], [24, 16], [1, 24], [1, 1], [10, 5], [20, 24], [24, 15], [1, 24], [1, 1], [9, 4], [20, 24], [24, 14], [1, 24], [1, 1], [8, 3], [20, 24], [24, 14], [1, 24], [1, 1], [7, 2]]","[571, 500, 436, 124, 275, 571, 476, 459, 99, 251, 571, 452, 482, 74, 227, 571, 428, 505, 49, 203, 571, 405, 528, 24, 179, 571, 382, 552, 0, 155, 571, 383, 552, 0, 130, 571, 383, 552, 0, 105, 571, 359, 552, 0, 80, 571, 335, 552, 0, 55, 571, 335, 552, 0, 30]"
5_24_6,rulemap,rulemap/5_24_6.txt,5,11,"[[12, 12], [22, 15], [5, 13], [12, 11], [5, 22], [12, 13], [23, 15], [4, 13], [12, 10], [5, 23], [12, 14], [24, 15], [3, 13], [12, 9], [5, 24], [12, 15], [24, 15], [2, 13], [12, 8], [5, 24], [12, 16], [24, 15], [1, 13], [12, 7], [5, 24], [12, 17], [24, 15], [1, 13], [12, 6], [5, 24], [12, 18], [24, 15], [1, 12], [12, 5], [4, 24], [12, 19], [24, 15], [1, 11], [12, 4], [3, 24], [12, 20], [24, 15], [1, 11], [12, 3], [2, 24], [12, 21], [24, 15], [1, 10], [12, 2], [1, 24], [12, 22], [24, 15], [1, 10], [12, 1], [1, 24]]","[275, 357, 292, 251, 508, 299, 358, 291, 227, 532, 323, 359, 290, 203, 556, 347, 359, 289, 179, 556, 371, 359, 288, 155, 556, 395, 359, 288, 131, 556, 419, 359, 264, 107, 555, 443, 359, 240, 83, 554, 467, 359, 240, 59, 553, 491, 359, 216, 35, 552, 515, 359, 216, 11, 552]"
5_24_7,rulemap,rulemap/5_24_7.txt,5,11,"[[4, 14], [12, 12], [8, 2], [15, 2], [9, 12], [3, 14], [13, 12], [7, 2], [16, 2], [8, 12], [2, 14], [14, 12], [6, 1], [17, 2], [9, 11], [1, 15], [15, 12], [5, 1], [18, 1], [8, 10], [1, 16], [16, 12], [5, 1], [19, 1], [8, 9], [1, 17], [17, 12], [5, 1], [20, 1], [9, 9], [1, 18], [18, 12], [4, 1], [21, 1], [10, 10], [1, 19], [19, 12], [3, 1], [22, 1], [9, 9], [1, 20], [20, 12], [2, 1], [23, 1], [10, 9], [1, 21], [21, 12], [1, 1], [23, 1], [11, 8], [1, 22], [22, 13], [1, 1], [23, 1], [11, 7]]","[315, 275, 31, 38, 272, 314, 276, 30, 39, 271, 313, 277, 5, 40, 248, 336, 278, 4, 17, 223, 360, 279, 4, 18, 199, 384, 280, 4, 19, 200, 408, 281, 3, 20, 225, 432, 282, 2, 21, 200, 456, 283, 1, 22, 201, 480, 284, 0, 22, 178, 504, 309, 0, 22, 154]"
5_24_8,rulemap,rulemap/5_24_8.txt,5,11,"[[15, 22], [19, 9], [12, 12], [20, 3], [22, 20], [15, 23], [19, 10], [11, 12], [20, 2], [23, 20], [15, 24], [19, 9], [10, 12], [20, 1], [24, 20], [15, 24], [18, 10], [9, 12], [20, 1], [24, 20], [15, 24], [18, 9], [8, 12], [20, 1], [24, 20], [15, 24], [17, 9], [7, 12], [20, 1], [24, 20], [15, 24], [16, 9], [6, 12], [20, 1], [24, 20], [15, 24], [15, 9], [5, 12], [20, 1], [24, 20], [15, 24], [14, 9], [4, 12], [21, 1], [24, 20], [15, 24], [13, 8], [3, 12], [22, 1], [24, 20], [15, 24], [12, 7], [2, 12], [23, 1], [24, 20]]","[518, 210, 275, 67, 477, 542, 234, 274, 43, 478, 566, 210, 273, 19, 479, 566, 233, 272, 19, 479, 566, 209, 271, 19, 479, 566, 208, 270, 19, 479, 566, 207, 269, 19, 479, 566, 206, 268, 19, 479, 566, 205, 267, 20, 479, 566, 180, 266, 21, 479, 566, 155, 265, 22, 479]"
5_24_9,rulemap,rulemap/5_24_9.txt,5,11,"[[1, 20], [11, 10], [5, 19], [12, 12], [8, 13], [1, 20], [11, 9], [6, 19], [13, 13], [7, 14], [1, 20], [11, 8], [6, 20], [14, 14], [7, 13], [1, 20], [11, 7], [7, 21], [15, 14], [7, 12], [1, 20], [12, 6], [8, 22], [16, 14], [6, 12], [1, 20], [13, 5], [9, 23], [17, 14], [6, 11], [1, 20], [14, 4], [9, 24], [18, 14], [6, 10], [1, 20], [15, 3], [10, 24], [19, 14], [6, 9], [1, 20], [16, 2], [10, 24], [20, 14], [6, 8], [1, 20], [17, 1], [10, 24], [21, 14], [6, 7], [1, 20], [18, 1], [11, 24], [22, 14], [6, 6]]","[456, 226, 436, 275, 295, 456, 202, 437, 300, 318, 456, 178, 461, 325, 294, 456, 154, 486, 326, 270, 456, 131, 511, 327, 269, 456, 108, 536, 328, 245, 456, 85, 560, 329, 221, 456, 62, 561, 330, 197, 456, 39, 561, 331, 173, 456, 16, 561, 332, 149, 456, 17, 562, 333, 125]"
