Maze:
##########################
#                        #
#                        #
#                        #
#                        #
#                        #
#     ##############     #
#     #          B #     #
#     #            #     #
#     #            #     #
#     #  A         #     #
#     #            #     #
#     #     S      #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     ##############     #
#                        #
#                        #
#                        #
#                        #
#                        #
##########################
[[ 6.  6.]
 [ 3.  4.]
 [11.  1.]
 [ 6.  7.]
 [ 4.  3.]
 [10.  1.]
 [ 5.  8.]
 [ 5.  2.]
 [10.  2.]
 [ 6.  8.]
 [ 5.  3.]
 [ 9.  1.]
 [ 7.  8.]
 [ 5.  4.]
 [ 8.  1.]
 [ 6.  9.]
 [ 6.  5.]
 [ 9.  2.]
 [ 5.  8.]
 [ 7.  4.]
 [ 8.  2.]
 [ 4.  8.]
 [ 7.  5.]
 [ 9.  2.]
 [ 3.  7.]
 [ 6.  5.]
 [10.  2.]
 [ 3.  8.]
 [ 7.  5.]
 [11.  3.]
 [ 2.  9.]
 [ 6.  5.]
 [12.  4.]]
