Maze:
##########################
#                        #
#                        #
#                        #
#                        #
#                        #
#     ##############     #
#     #            #     #
#     #A           #     #
#     #            #     #
#     #            #     #
#     #           B#     #
#     #     C      #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     ##############     #
#                        #
#                        #
#                        #
#                        #
#                        #
##########################
[[ 1.  2.]
 [12.  5.]
 [ 6.  6.]
 [ 1.  3.]
 [12.  6.]
 [ 7.  5.]
 [ 2.  4.]
 [11.  5.]
 [ 7.  5.]
 [ 3.  3.]
 [12.  6.]
 [ 8.  5.]
 [ 3.  4.]
 [11.  6.]
 [ 7.  5.]
 [ 2.  4.]
 [10.  6.]
 [ 6.  5.]
 [ 2.  3.]
 [10.  5.]
 [ 6.  4.]
 [ 1.  3.]
 [ 9.  6.]
 [ 5.  5.]
 [ 1.  4.]
 [ 9.  7.]
 [ 5.  6.]
 [ 2.  4.]
 [10.  7.]
 [ 6.  6.]
 [ 2.  5.]
 [ 9.  6.]
 [ 6.  6.]]
