Maze:
##########################
#                        #
#                        #
#                        #
#                        #
#                        #
#     ##############     #
#     #            #     #
#     # A  B       #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #     S      #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     #            #     #
#     ##############     #
#                        #
#                        #
#                        #
#                        #
#                        #
##########################
[[ 6.  6.]
 [ 2.  2.]
 [ 5.  2.]
 [ 6.  5.]
 [ 1.  2.]
 [ 6.  2.]
 [ 6.  4.]
 [ 1.  2.]
 [ 7.  2.]
 [ 6.  3.]
 [ 1.  2.]
 [ 8.  2.]
 [ 6.  2.]
 [ 1.  2.]
 [ 9.  2.]
 [ 6.  1.]
 [ 1.  2.]
 [10.  2.]
 [ 6.  1.]
 [ 1.  2.]
 [11.  2.]
 [ 6.  1.]
 [ 1.  2.]
 [12.  2.]
 [ 6.  1.]
 [ 1.  2.]
 [12.  2.]]
